NGO,district,match,urgency,fitness_score
CARE Nepal,Sindhupalchok,0.4913127932805741,0.7052502846735458,0.5554940406984655
CARE Nepal,Gorkha,0.4982528235630834,0.6436162299670792,0.5418618454842822
CARE Nepal,Dhading,0.5095242165459435,0.5806021589653699,0.5308475992717714
CARE Nepal,Nuwakot,0.5124539418627504,0.5300728314302957,0.517739608733014
CARE Nepal,Dolakha,0.5037671909566613,0.6064301268307964,0.5345660717189018
CARE Nepal,Ramechhap,0.5120977872735405,0.5336474744108785,0.5185626934147418
CARE Nepal,Kavrepalanchok,0.521980637438731,0.47743142476019584,0.5086158736351705
CARE Nepal,Kathmandu,0.5039001122474659,0.4565668177989648,0.4897001239129155
CARE Nepal,Bhaktapur,0.5081502107764576,0.45519553498572385,0.4922638080392374
CARE Nepal,Lalitpur,0.4699483193977497,0.38616739174304016,0.4448140411013368
CARE Nepal,Makwanpur,0.3090489093317603,0.2933196441760773,0.3043301297850554
CARE Nepal,Sindhuli,0.3197767207067483,0.24877862906413245,0.29847729321396355
CARE Nepal,Okhaldhunga,0.27969019372814946,0.2247593952200981,0.26321095417573404
CARE Nepal,Lamjung,0.28235298050378327,0.24864902084675278,0.2722417926066741
CARE Nepal,Chitwan,0.22445212882752585,0.16186414889752168,0.2056757348485246
CARE Nepal,Solukhumbu,0.2362493969286118,0.20130849678048304,0.22576712688417316
CARE Nepal,Khotang,0.21414593544948016,0.18777734474489707,0.2062353582381052
CARE Nepal,Bhojpur,0.18705280074602432,0.1687264337448162,0.18155489064566188
CARE Nepal,Udayapur,0.10301492468243949,0.13743050360876435,0.11333959836033694
CARE Nepal,Dhankuta,0.3723770972744203,0.4691077615606536,0.4013962965602903
CARE Nepal,Ilam,0.23047803135547743,0.359758558845096,0.269262189602363
CARE Nepal,Jhapa,0.55775170429193,0.3175500010478494,0.4856911933187058
CARE Nepal,Morang,0.547416315115446,0.5047447912163777,0.5346148579457255
CARE Nepal,Panchthar,0.24713391950498473,0.33536810703938724,0.2736041757653055
CARE Nepal,Sankhuwasabha,0.5686831083656297,0.4712340678982334,0.5394483962254109
CARE Nepal,Sunsari,0.6640667949097958,0.3279529578524145,0.5632326437925814
CARE Nepal,Taplejung,0.5765579120538704,0.48210424505744454,0.5482218119549426
CARE Nepal,Terhathum,0.5787749308992469,0.5290332324790816,0.5638524213731972
CARE Nepal,Bara,0.4241845307047288,0.36196796380232465,0.4055195606340075
CARE Nepal,Dhanusha,0.3736375425879381,0.35223371523785724,0.3672163943829138
CARE Nepal,Mahottari,0.5249259602463492,0.4567945850772713,0.5044865476956257
CARE Nepal,Parsa,0.6304364253716097,0.42885366636501515,0.5699615976696313
CARE Nepal,Rautahat,0.6982639802819265,0.4639280630407086,0.627963205109561
CARE Nepal,Saptari,0.5483841103903616,0.4998790579165165,0.5338325946482081
CARE Nepal,Sarlahi,0.7366944545057781,0.5654456338911538,0.6853198083213907
CARE Nepal,Siraha,0.4603071779350835,0.3418924276118153,0.4247827528381031
CARE Nepal,Rasuwa,0.5188360304040999,0.5053370138013212,0.5147863254232663
CARE Nepal,Baglung,0.48420938409049713,0.36660382767588834,0.44892771716611446
CARE Nepal,Kaski,0.4021223649187753,0.46169278136911607,0.4199934898538775
CARE Nepal,Manang,0.41844326974712565,0.4395955404852978,0.4247889509685773
CARE Nepal,Mustang,0.6165371868029697,0.5217662001903239,0.5881058908191759
CARE Nepal,Myagdi,0.5356491498241952,0.5693355935088609,0.5457550829295948
CARE Nepal,Nawalpur,0.45177002548263634,0.4479431025683369,0.4506219486083465
CARE Nepal,Parbat,0.5777322232392879,0.46282513870707637,0.5432600978796244
CARE Nepal,Syangja,0.49010821700369683,0.31820676882911936,0.4385377825513236
CARE Nepal,Tanahun,0.6221824458146962,0.46683219648331437,0.5755773710152816
CARE Nepal,Arghakhanchi,0.6334918414855532,0.6276423434021874,0.6317369920605433
CARE Nepal,Banke,0.6192159253689334,0.5330037056871251,0.593352259464391
CARE Nepal,Bardiya,0.24188945088036742,0.28293633123938855,0.25420351498807375
CARE Nepal,Dang,0.3865677513946065,0.3682731854473499,0.3810793816104294
CARE Nepal,Gulmi,0.5072127348274057,0.4089255222656648,0.4777265710588834
CARE Nepal,Kapilvastu,0.676387908950022,0.42561450954734253,0.6011558891292181
CARE Nepal,Palpa,0.2997490003804578,0.38246344248754593,0.3245633330125842
CARE Nepal,Parasi,0.5653159452963262,0.4553003843967535,0.5323112770264544
CARE Nepal,Pyuthan,0.39944739277179836,0.40447779638213455,0.40095651385489917
CARE Nepal,Rolpa,0.58141215000142,0.4171123202020467,0.532122201061608
CARE Nepal,Rukum (East),0.21653349002566372,0.39014185633696463,0.268615999919054
CARE Nepal,Rupandehi,0.44323231920995165,0.4924059517592727,0.45798440897474796
CARE Nepal,Dailekh,0.6855017923758697,0.5390221917306149,0.6415579121822933
CARE Nepal,Dolpa,0.19044035683209481,0.42011868750708603,0.2593438560345922
CARE Nepal,Humla,0.4916287806998296,0.534448458047724,0.5044746839041979
CARE Nepal,Jajarkot,0.4632502663663601,0.38058750142151737,0.4384514368829072
CARE Nepal,Jumla,0.20546063659367245,0.24299229703966133,0.2167201347274691
CARE Nepal,Kalikot,0.4473600072642885,0.31827681735887614,0.4086350502926647
CARE Nepal,Mugu,0.3711425702471876,0.39872018497953265,0.3794158546668911
CARE Nepal,Rukum (West),0.5830732875361758,0.4367978062511053,0.5391906431506547
CARE Nepal,Salyan,0.2738297282676065,0.4053633606891811,0.31328981799407885
CARE Nepal,Surkhet,0.543895172865815,0.5126230917575639,0.5345135485333397
CARE Nepal,Achham,0.5160940962525387,0.5671766740982975,0.5314188696062663
CARE Nepal,Baitadi,0.5912386106521154,0.6431268917914064,0.6068050949939027
CARE Nepal,Bajhang,0.31504605187414003,0.5118965751058198,0.37410120884364395
CARE Nepal,Bajura,0.6628580761846827,0.536969403000757,0.625091474229505
CARE Nepal,Dadeldhura,0.6172679573631934,0.521482596140549,0.5885323489964001
CARE Nepal,Darchula,0.615089881662062,0.5666626745285267,0.6005617195220014
CARE Nepal,Doti,0.4947716493941894,0.5992495009247765,0.5261150048533655
CARE Nepal,Kailali,0.5582931962535574,0.39999155168708234,0.5108027028836148
CARE Nepal,Kanchanpur,0.5704664156308623,0.36864954789384446,0.5099213553097569
FAO,Sindhupalchok,0.24996786540971438,0.7052502846735458,0.38655259118886376
FAO,Gorkha,0.2601221440178204,0.6436162299670792,0.375170369802598
FAO,Dhading,0.2753782898305048,0.5806021589653699,0.3669454505709643
FAO,Nuwakot,0.28612411601139914,0.5300728314302957,0.3593087306370681
FAO,Dolakha,0.2711625720251121,0.6064301268307964,0.37174283846681744
FAO,Ramechhap,0.2748581169001756,0.5336474744108785,0.35249492415338646
FAO,Kavrepalanchok,0.2808918460496209,0.47743142476019584,0.3398537196627934
FAO,Kathmandu,0.0984796462188447,0.4565668177989648,0.2059057976928807
FAO,Bhaktapur,0.1217745039215748,0.45519553498572385,0.22180081324081952
FAO,Lalitpur,0.10116219333777866,0.38616739174304016,0.1866637528593571
FAO,Makwanpur,0.10372040485509516,0.2933196441760773,0.16060017665138981
FAO,Sindhuli,0.10891514679632597,0.24877862906413245,0.15087419147666792
FAO,Okhaldhunga,0.08326254589860638,0.2247593952200981,0.12571160069505388
FAO,Lamjung,0.09073281422981426,0.24864902084675278,0.1381076762148958
FAO,Chitwan,0.04296945288831707,0.16186414889752168,0.07863786169107845
FAO,Solukhumbu,0.05319767077501764,0.20130849678048304,0.09763091857665726
FAO,Khotang,0.037040890037159886,0.18777734474489707,0.08226182644948105
FAO,Bhojpur,0.019604225405480204,0.1687264337448162,0.064340887907281
FAO,Udayapur,0.0,0.13743050360876435,0.041229151082629305
FAO,Dhankuta,0.39602381031091616,0.4691077615606536,0.4179489956858373
FAO,Ilam,0.2080301147249942,0.359758558845096,0.2535486479610247
FAO,Jhapa,0.062271203294291685,0.3175500010478494,0.138854842620359
FAO,Morang,0.23099099105142334,0.5047447912163777,0.31311713110090966
FAO,Panchthar,0.15281089662476488,0.33536810703938724,0.20757805974915158
FAO,Sankhuwasabha,0.18253535225445358,0.4712340678982334,0.2691449669475875
FAO,Sunsari,0.7446956971419454,0.3279529578524145,0.6196728753550862
FAO,Taplejung,0.07610325612480595,0.48210424505744454,0.1979035528045975
FAO,Terhathum,0.2500690665447952,0.5290332324790816,0.33375831632508113
FAO,Bara,0.09263582250878785,0.36196796380232465,0.17343546489684888
FAO,Dhanusha,0.07002363523891363,0.35223371523785724,0.1546866592385967
FAO,Mahottari,0.3106432186497981,0.4567945850772713,0.35448862857804003
FAO,Parsa,0.3022844120810937,0.42885366636501515,0.3402551883662701
FAO,Rautahat,0.5501874939533395,0.4639280630407086,0.5243096646795502
FAO,Saptari,0.15209870588501398,0.4998790579165165,0.25643281149446473
FAO,Sarlahi,0.3499232414911452,0.5654456338911538,0.4145799592111477
FAO,Siraha,0.4320508231086483,0.3418924276118153,0.40500330445959837
